name,polarity,factual,domain
100% Fed up,Questionable Sources,Low, https://100percentfedup.com/
10News.one,Questionable Sources,Low, https://www.10news.one/
12minutos.com,Questionable Sources,Low, http://www.12minutos.com/
24 News,Questionable Sources,Low, http://us24news.com
247 News Media,Questionable Sources,Very Low, http://247newsmedia.com/
2nd Amendment Daily News,Questionable Sources,Low, https://www.secondamendmentdaily.com/
3CCorp.net,Questionable Sources,Low, https://www.3ccorp.net/
A Voice for Men,Questionable Sources,Low, https://www.avoiceformen.com/
abcnews-us.com,Questionable Sources,Very Low, http://www.abcnews-us.com/
Acting Man,Questionable Sources,Mixed, https://acting-man.com/
Action News 3,Questionable Sources,Very Low, http://actionnews3.com
Activist Mommy/Elizabeth Johnston,Questionable Sources,Low, https://elizabethjohnston.org/
Adams County Times,Questionable Sources,Mixed, https://adamscountytimes.com/
Age of Shitlords,Questionable Sources,Low, https://ageofshitlords.com/
AjuaNews.com,Questionable Sources,Very Low, https://ajuanews.com/
Al Arabiya,Questionable Sources,Mixed, https://english.alarabiya.net/
Al Bawaba,Questionable Sources,Mixed, https://www.albawaba.com/
Al Manar,Questionable Sources,Mixed, https://english.almanar.com.lb
Al-Hayat,Questionable Sources,Mixed, http://www.alhayat.com/
Al-Masdar News,Questionable Sources,Mixed, https://www.almasdarnews.com
Albany Standard,Questionable Sources,Mixed, https://albanystandard.com/
All News Pipeline,Questionable Sources,Low, https://allnewspipeline.com/
Allen West Republic,Questionable Sources,Low, http://allenwestrepublic.com/
Alliance Defending Freedom,Questionable Sources,Low, https://www.adflegal.org/
Alpha News,Questionable Sources,Low, https://alphanewsmn.com/
Alt-Right TV,Questionable Sources,Low, altrighttv (dot) com
Amazingnews.net,Questionable Sources,Low, http://www.amazingnews.net/
America Daily,Questionable Sources,Mixed, https://americadaily.com/
America Max News,Questionable Sources,Low,
America Talks with David Zublick,Questionable Sources,Very Low, https://americatalks.com
America's News Source,Questionable Sources,Very Low, https://americasnewssource.com/
American Action News,Questionable Sources,Mixed, https://americanactionnews.com/
American College of Pediatricians,Questionable Sources,Mixed, https://www.acpeds.org/
American Conservative Media,Questionable Sources,Mixed, https://americanconservativemedia.com/
American Conservative Movement (ACM),Questionable Sources,Low,
American Family Association,Questionable Sources,Low, https://www.afa.net/
American Flavor News,Questionable Sources,Very Low, http://americanflavor.news/
American Journal Review,Questionable Sources,Low, http://www.americanjournalreview.com/
American Lookout,Questionable Sources,Low, https://americanlookout.com/
American Patriot Daily,Questionable Sources,Mixed, https://www.americanpatriotdaily.com/
American People Daily,Questionable Sources,Low, https://americanpeopledaily.com/
American People Network,Questionable Sources,Very Low, http://americanpeoplenetwork.com/
American Prides,Questionable Sources,Low, http://www.americanprides.org
American Principles Project,Questionable Sources,Low, https://americanprinciplesproject.org/
American Renaissance Magazine,Questionable Sources,Low, https://www.amren.com
"American Society for the Defense of Tradition, Family, and Property",Questionable Sources,Low, https://www.tfp.org/
American Thinker,Questionable Sources,Low, https://www.americanthinker.com
American Today,Questionable Sources,Low, http://americantoday.news/
American Truth Seekers,Questionable Sources,Low, http://americantruthseekers.com
American Truth Today,Questionable Sources,Low, https://americantruthtoday.com/
American Updater,Questionable Sources,Low, http://americanupdater.com/
American Web Media (AWM),Questionable Sources,Mixed, https://awm.com
Americans Against the Tea Party (AATTP),Questionable Sources,Low, http://aattp.org/
Americans Are Pissed,Questionable Sources,Low, https://www.americansarepissed.com/
Americans for Truth,Questionable Sources,Very Low, https://americansfortruth.com
Americas Freedom Fighters,Questionable Sources,Very Low, https://americasfreedomfighters.com
Analyzing America,Questionable Sources,Mixed, https://www.analyzingamerica.org/
anews-24 (American News),Questionable Sources,Very Low, http://anews-24.com/
Anonymous News,Questionable Sources,Mixed, https://www.anonews.co/
Antelope Valley Today,Questionable Sources,Mixed, https://antelopevalleytoday.com/
Arab News,Questionable Sources,Mixed, https://www.arabnews.com/
Archaeology World,Questionable Sources,Mixed, https://www.archaeology-world.com/
Association of American Physicians and Surgeons (AAPS),Questionable Sources,Low, https://aapsonline.org/
Athens Reporter,Questionable Sources,Mixed, https://athensreporter.com/
ATL Standard,Questionable Sources,Mixed, https://atlstandard.com/
Auburn Times,Questionable Sources,Mixed, https://auburntimes.com/
Backroom Buzz,Questionable Sources,Low, https://backroombuzz.com/
Baldwin Times,Questionable Sources,Mixed, https://baldwintimes.com/
Banned Information,Questionable Sources,Mixed, http://bannedinformation.com
Bare Naked Islam,Questionable Sources,Low, https://www.barenakedislam.com/
Basnews Agency,Questionable Sources,Mixed, http://www.basnews.com/
BB4SP,Questionable Sources,Low, http://bb4sp.com/
Bbarta24,Questionable Sources,Mixed, http://en.bbarta24.net/
BDNews24,Questionable Sources,Mixed, https://bdnews24.com/
BeAware,Questionable Sources,Low, http://www.beaware.one
Becker News,Questionable Sources,Low, https://beckernews.com/
Before It's News,Questionable Sources,Low, http://beforeitsnews.com/
Beijing Review,Questionable Sources,Mixed, http://www.bjreview.com/
Benton Times,Questionable Sources,Mixed, https://bentontimes.com/
Best Daily News,Questionable Sources,Low, http://bestdailynews.info/
Big Blue Vision,Questionable Sources,Low, http://bigbluevision.org/
Big League Politics,Questionable Sources,Low, https://bigleaguepolitics.com/
BillionBibles.org,Questionable Sources,Very Low, http://www.billionbibles.org
Bipartisan Report,Questionable Sources,Mixed, https://bipartisanreport.com
BitChute,Questionable Sources,Very Low, https://www.bitchute.com/
Black Eye Politics,Questionable Sources,Low, https://blackeyepolitics.com/
Black Genocide,Questionable Sources,Low, http://www.blackgenocide.org
Black Pigeon Speaks,Questionable Sources,Low, http://blackpigeonspeaks.com/
BlackNews.com,Questionable Sources,Mixed, https://www.blacknews.com/
Blingnews.com,Questionable Sources,Low, http://www.blingnews.com
Blue Dot Daily,Questionable Sources,Mixed, https://www.bluedotdaily.com
Blue Informer,Questionable Sources,Low, http://blueinformer.com
Blue Vision Post,Questionable Sources,Low, http://bluevisionpost.com/
BlueVision.News,Questionable Sources,Low, http://bluevision.news/
Blunt Force Truth,Questionable Sources,Low, https://bluntforcetruth.com
Bongino.com,Questionable Sources,Mixed, https://bongino.com
Borderland Alternative Media (BAM),Questionable Sources,Low, http://borderlandalternativemedia.com/
Bossip,Questionable Sources,Mixed, https://bossip.com/
Boulder Leader,Questionable Sources,Mixed, https://boulderleader.com/
Breaking Christian News,Questionable Sources,Low, https://www.breakingchristiannews.com/
Breaking First,Questionable Sources,Low, https://breakingfirst.com/
Breaking News House,Questionable Sources,Low, https://breakingnewshouse.com/
Breaking Wide,Questionable Sources,Mixed, https://breakingwide.com/
Breaking911,Questionable Sources,Very Low, http://breaking911.com
Breitbart,Questionable Sources,Mixed, https://www.breitbart.com/
Brevard Sun,Questionable Sources,Mixed, https://brevardsun.com/
Bridgeport Times,Questionable Sources,Mixed, https://bridgeporttimes.com/
Caixin Global,Questionable Sources,Mixed, https://www.caixinglobal.com/
Caldron Pool,Questionable Sources,Mixed, https://caldronpool.com/
Canada Free Press,Questionable Sources,Low, https://canadafreepress.com/
Cap News,Questionable Sources,Very Low, http://cap-news.com/
Cbsnews.com.co,Questionable Sources,Very Low, http://cbsnews.com.co/
CCTV International,Questionable Sources,Mixed, https://english.cctv.com/
Censored.news,Questionable Sources,Low, https://www.censored.news/
Centennial State News,Questionable Sources,Mixed, https://centennialstatenews.com/
Center for Immigration Studies,Questionable Sources,Low, http://cis.org/
Center for Research of Radicalism and National Security,Questionable Sources,Low, http://researchantisemitism.ca
Center for Security Policy,Questionable Sources,Mixed, https://www.centerforsecuritypolicy.org/
Central Broward News,Questionable Sources,Mixed, https://centralbrowardnews.com/
Central Colorado News,Questionable Sources,Mixed, https://centralcoloradonews.com/
Central Georgia News,Questionable Sources,Mixed, https://centralgeorgianews.com/
Central OC Times,Questionable Sources,Mixed, https://centraloctimes.com/
Cerno (Cernovich.com),Questionable Sources,Mixed, http://cernovich.com
Checkpoint Asia,Questionable Sources,Low, https://www.checkpointasia.net
Chico Times,Questionable Sources,Mixed, https://chicotimes.com/
China Daily,Questionable Sources,Mixed, http://www.chinadaily.com.cn/
China Global Television Network,Questionable Sources,Mixed, https://america.cgtn.com/
Christian Action Network,Questionable Sources,Low, http://christianaction.org/
Church Militant,Questionable Sources,Mixed, https://www.churchmilitant.com/
CityWorldNews,Questionable Sources,Very Low, http://cityworldnews.com/
Clarion Project,Questionable Sources,Low, https://clarionproject.org/
Clash Daily,Questionable Sources,Low, https://clashdaily.com/
Clay County Times,Questionable Sources,Mixed, https://claycotimes.com/
Climate.News,Questionable Sources,Very Low, https://climate.news/
Clover Chronicle,Questionable Sources,Low, https://cloverchronicle.com
cnn-globalnews.com,Questionable Sources,Very Low, http://www.cnn-globalnews.com/
Cnn.com.de,Questionable Sources,Very Low, http://cnn.com.de/
CNS News,Questionable Sources,Low, https://www.cnsnews.com/
Coachella Today,Questionable Sources,Mixed, https://coachellatoday.com/
Coastal GA News,Questionable Sources,Mixed, https://coastalganews.com/
Cobb Reporter,Questionable Sources,Mixed, https://cobbreporter.com/
Coconino News,Questionable Sources,Mixed, https://coconinonews.com/
Competitive Enterprise Institute,Questionable Sources,Low, https://cei.org/
Concerned Women for America,Questionable Sources,Low, https://concernedwomen.org/blog/
Conservapedia,Questionable Sources,Mixed, https://www.conservapedia.com
Conservative 101,Questionable Sources,Low, https://conservative101.com/
Conservative Ammo,Questionable Sources,Low, http://conservativeammo.com/
Conservative Army,Questionable Sources,Low, http://conservativearmy88.com/
Conservative Beaver,Questionable Sources,Very Low, https://www.conservativebeaver.com/
Conservative Byte,Questionable Sources,Low, http://conservativebyte.com
Conservative Daily News,Questionable Sources,Mixed, https://www.conservativedailynews.com/
Conservative Daily Post,Questionable Sources,Low, https://conservativedailypost.com/
Conservative Fighters,Questionable Sources,Low, http://conservativefighters.com/
Conservative Firing Line,Questionable Sources,Mixed, http://conservativefiringline.com/
Conservative Flash News,Questionable Sources,Low, http://conservativeflashnews.com/
Conservative Free Press,Questionable Sources,Low, http://www.conservativefreepress.com
Conservative Info Corner,Questionable Sources,Low, https://www.conservativeinfocorner.us/
Conservative Matrix,Questionable Sources,Mixed, http://conservativematrix.com/
Conservative Media,Questionable Sources,Low, https://conservativemedia.com/
Conservative Movement,Questionable Sources,Low, http://consmovement.com/
Conservative Nation,Questionable Sources,Low, http://www.consnation.com/
Conservative Patriot,Questionable Sources,Low, http://conspatriot.com/
Conservative Playlist,Questionable Sources,Low, https://conservativeplaylist.com/
Conservative Politics Today,Questionable Sources,Low, https://www.facebook.com/conservativepoliticstoday/
Conservative Politicus,Questionable Sources,Low, http://www.conservativepoliticus.com/
Conservative Post,Questionable Sources,Low, https://conservativepost.com
Conservative Spirit,Questionable Sources,Low, http://conservativespirit.com/
Conservative Tribune,Questionable Sources,Very Low, https://www.westernjournal.com/ct/
Conservatives Today,Questionable Sources,Low, https://conservativetoday.org/
Conspiracy Inquirer,Questionable Sources,Very Low, https://conspiracyinquirer.com
Constitution Rising,Questionable Sources,Mixed, https://rickwells.us/
Constitution State News,Questionable Sources,Mixed, https://constitutionstatenews.com/
Corona Transition,Questionable Sources,Low, https://corona-transition.org/
Council for American-Islamic Relations (CAIR),Questionable Sources,Mixed, https://www.cair.com/
Council for the National Interest,Questionable Sources,Mixed, https://councilforthenationalinterest.org/
Council of Conservative Citizens,Questionable Sources,Low,
Daily Buzz Live,Questionable Sources,Very Low, http://dailybuzzlive.com/
Daily Headlines,Questionable Sources,Low, http://dailyheadlines.net/
Daily InfoBox,Questionable Sources,Very Low, http://www.dailyinfobox.com/
Daily Insider News,Questionable Sources,Low,
Daily Mail,Questionable Sources,Low, https://www.dailymail.co.uk
Daily Notify,Questionable Sources,Low, http://www.dailynotify.com/
Daily Political Newswire,Questionable Sources,Mixed, https://dailypoliticalnewswire.com
Daily Presser,Questionable Sources,Low, http://www.dailypresser.com/
Daily Star UK,Questionable Sources,Mixed, https://www.dailystar.co.uk
Daily Stormer,Questionable Sources,Very Low, https://dailystormer.name/
Daily Surge,Questionable Sources,Low, https://dailysurge.com/
Daily USA Update,Questionable Sources,Low, http://dailyusaupdate.com/
Daily World Information,Questionable Sources,Very Low, http://dailyworldinformation.com
Dam-Reports,Questionable Sources,Very Low, http://www.damreports.com/ (do not click may contain malware)
DavidHarrisJr.com,Questionable Sources,Low, https://davidharrisjr.com/
DC Blue Dot,Questionable Sources,Mixed, http://www.dcbluedot.com]
DC Dirty Laundry,Questionable Sources,Very Low, https://dcdirtylaundry.com
DC Gazette,Questionable Sources,Low, https://dcgazette.com/
DEBKAfile,Questionable Sources,Mixed, https://www.debka.com
Decatur Times,Questionable Sources,Mixed, https://decaturtimes.com/
Deep Left Field,Questionable Sources,Mixed, http://deepleftfield.info/
Defend Europa,Questionable Sources,Low, https://www.defendevropa.org
Defiant America,Questionable Sources,Low, http://defiantamerica.com/
Defund.com,Questionable Sources,Low, http://defund.com/
Dekalb Ga News,Questionable Sources,Mixed, https://dekalbganews.com/
Democratic Moms,Questionable Sources,Low, http://democraticmoms.com/
Democratic National Committee (DNC),Questionable Sources,Mixed, https://democrats.org/
Denver City Wire,Questionable Sources,Mixed, https://denvercitywire.com/
Denver Guardian,Questionable Sources,Very Low, http://denverguardian.com/
Departed (Maganews.com),Questionable Sources,Very Low, http://trumpers.online/
Deplorable Kel,Questionable Sources,Low, https://deplorablekel.com
Deplorable Movement 2020,Questionable Sources,Low, http://deplorablemovement2020.news/
Discover the Networks,Questionable Sources,Low, https://www.discoverthenetworks.org/
DJHJ Media,Questionable Sources,Low, https://djhjmedia.com/
Dnyuz,Questionable Sources,Mixed, https://dnyuz.com/
Donald Trump News,Questionable Sources,Very Low, http://donaldtrumpnews.co/
Downtrend,Questionable Sources,Low, http://downtrend.com/
Draining the Swamp,Questionable Sources,Low, http://www.drainingtheswamp.info/
Duval Times,Questionable Sources,Mixed, https://duvaltimes.com/
Eagle Rising,Questionable Sources,Low, http://eaglerising.com/
EarthNews-Conservative News,Questionable Sources,Mixed, http://earthnews2016.com/
East Alameda News,Questionable Sources,Mixed, https://eastalamedanews.com/
East Arapahoe News,Questionable Sources,Mixed, https://eastarapahoenews.com/
East Arizona News,Questionable Sources,Mixed, https://eastarizonanews.com/
East Central Alabama News,Questionable Sources,Mixed, https://ecalabamanews.com/
East Contra Costa News,Questionable Sources,Mixed, https://eastcontracostanews.com/
East Hillsborough News,Questionable Sources,Mixed, https://easthillsboroughnews.com/
East Little Rock Times,Questionable Sources,Mixed, https://eastlittlerocktimes.com/
East Panhandle News,Questionable Sources,Mixed, https://eastpanhandlenews.com/
East San Diego News,Questionable Sources,Mixed, https://eastsandiegonews.com/
East SBV Times,Questionable Sources,Mixed, https://eastsbvtimes.com/
East SFV Today,Questionable Sources,Mixed, https://eastsfvtoday.com/
East Sierra News,Questionable Sources,Mixed, https://eastsierranews.com/
East Volusia News,Questionable Sources,Mixed, https://eastvolusianews.com/
EC Georgia News,Questionable Sources,Mixed, https://ecgeorgianews.com/
Embols,Questionable Sources,Low, http://embols.com/
Emerald Coast Times,Questionable Sources,Mixed, https://emeraldcoasttimes.com/
Emirates 24/7,Questionable Sources,Mixed, https://www.emirates247.com/
Empire Herald,Questionable Sources,Low, https://empireherald.com/
En-volve,Questionable Sources,Very Low, https://en-volve.com/
End the Fed,Questionable Sources,Low, http://endthefed.org/
Ending the Fed,Questionable Sources,Low, http://endingthefed.com/
ENH Live,Questionable Sources,Low, http://www.enhlive.com/
Every Legal Vote,Questionable Sources,Low, https://everylegalvote.com/
Everyday for Gun Safety,Questionable Sources,Mixed, https://everytownresearch.org
Evil.News,Questionable Sources,Low, https://www.evil.news/
Experience Awareness (AbcBusinessNews.com),Questionable Sources,Mixed, http://www.abcbusinessnews.com
